Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,mbti_type,text_sample
5,5,3,4,2,1,2,2,4,5,2,2,5,4,5,ESTJ,I am organised decisive and excellent at managing teams to meet operational goals.
3,2,3,1,4,5,5,5,4,5,5,2,1,3,1,INTP,I like to analyse systems and find innovative conceptual solutions.
5,4,5,4,4,5,5,5,1,1,1,4,5,3,4,ENFJ,I love building relationships supporting personal development and leading collaboratively.
2,2,1,2,2,3,3,3,1,2,3,1,3,2,1,ISFP,I prefer to act on my feelings rather than follow rigid plans or schedules.
2,3,2,1,4,2,3,3,3,4,3,1,3,1,1,INTP,I am fascinated by theories and enjoy spending hours thinking through complex problems alone.
4,4,4,2,1,1,2,4,5,2,4,5,5,4,5,ESTJ,I enjoy leading projects coordinating logistics and maintaining productive structured teams.
5,4,5,4,2,1,2,2,4,5,4,3,4,4,5,ESTJ,I am practical and results oriented and I like to get things done efficiently and on time.
3,2,1,1,3,1,1,3,3,4,4,4,5,5,5,ISTJ,I enjoy maintaining order and ensuring that processes run smoothly and efficiently.
2,1,1,1,1,2,2,1,2,1,1,2,3,3,2,ISFP,I enjoy artistic expression working at my own pace and experiencing the present moment.
1,1,4,1,4,5,5,3,5,3,4,3,3,4,3,INTJ,I am drawn to long range strategy and enjoy working alone on intellectually demanding tasks.
2,2,1,3,1,3,4,2,2,1,2,3,4,3,5,ISFJ,I am attentive to the needs of others and enjoy making people feel comfortable and cared for.
5,4,4,4,3,2,2,5,4,5,5,5,4,4,3,ENTJ,I am confident and decisive and I enjoy taking charge of situations that require strong leadership.
3,4,4,1,4,5,4,4,2,1,2,2,1,2,3,ENFP,I am energised by social interaction and love inspiring others with my ideas and energy.
3,3,3,2,3,5,5,4,4,5,5,4,3,5,5,INTJ,I find satisfaction in mastering complex subjects and applying them to build better systems.
5,4,5,4,4,3,4,5,2,2,1,2,2,1,3,ENFP,I enjoy working on creative projects that allow me to express my imagination and enthusiasm.
5,5,5,3,4,5,3,4,4,3,2,1,3,3,3,ENTP,I love debating new ideas challenging conventional thinking and exploring possibilities.
2,2,1,2,2,4,1,2,2,1,1,4,5,5,5,ISFJ,I like routine and dependable work that allows me to support and protect others.
4,3,1,3,2,2,1,1,4,4,3,5,5,5,5,ISTJ,I take my commitments seriously and always follow through on what I promise.
2,1,2,1,1,3,1,2,2,1,4,1,3,3,2,ISFP,I prefer to act on my feelings rather than follow rigid plans or schedules.
1,1,1,2,2,1,1,1,5,3,2,1,1,2,2,ISTP,I enjoy working with my hands and find satisfaction in fixing or building physical things.
3,5,1,2,2,1,1,2,1,2,2,4,3,3,2,ISFJ,I am caring supportive and dedicated to helping others in practical everyday ways.
2,3,4,1,4,2,4,5,4,3,2,5,5,4,5,INTJ,I enjoy designing systems and thinking critically about theoretical frameworks.
1,1,2,1,3,3,3,1,2,2,1,4,4,4,5,ISFJ,I am attentive to the needs of others and enjoy making people feel comfortable and cared for.
5,3,5,4,4,5,5,4,2,3,4,3,1,2,2,ENTP,I like entrepreneurial ventures innovation and rapidly generating novel concepts.
5,4,4,5,4,3,5,5,3,3,2,5,4,4,3,ENFJ,I am empathetic and charismatic and I naturally take on the role of mentor or guide.
3,3,5,4,4,4,5,3,4,3,3,4,4,3,5,ENTJ,I thrive in competitive environments and enjoy the challenge of leading large scale initiatives.
2,3,5,3,5,5,3,4,5,5,5,1,2,1,3,ENTP,I am adaptable and thrive in fast changing environments where I can experiment freely.
3,2,2,2,5,5,4,4,4,1,3,2,2,2,3,INFP,I am sensitive to the emotions of others and try to create harmony in my relationships.
5,5,5,5,3,2,3,1,2,2,1,4,1,2,3,ESFP,I thrive in lively social environments and enjoy collaborating with enthusiastic teams.
3,2,4,1,4,4,1,2,1,4,1,2,4,3,3,ISFJ,I am caring supportive and dedicated to helping others in practical everyday ways.
4,3,3,4,1,1,1,4,2,2,2,3,3,4,5,ESFJ,I enjoy caring professions where I can support and nurture others in practical ways.
3,2,1,2,1,2,1,2,2,3,3,3,5,5,3,ISFJ,I am caring supportive and dedicated to helping others in practical everyday ways.
3,5,3,2,2,1,2,2,5,3,3,1,2,1,1,ESTP,I prefer hands on experience over theory and I learn best by doing.
2,1,1,1,5,5,5,4,5,4,4,4,1,3,2,INTP,I like working independently on open ended intellectual problems with no fixed answer.
3,4,5,2,4,4,5,5,5,5,3,2,2,1,2,ENTP,I am adaptable and thrive in fast changing environments where I can experiment freely.
3,1,1,3,5,4,4,3,4,5,5,5,4,4,3,INTJ,I am drawn to long range strategy and enjoy working alone on intellectually demanding tasks.
4,5,4,5,2,4,5,4,1,2,3,2,5,3,4,ENFJ,I find deep satisfaction in seeing others grow and succeed because of my support.
3,4,4,4,1,2,1,1,2,5,4,3,1,5,4,ESTJ,I enjoy leading projects coordinating logistics and maintaining productive structured teams.
3,1,3,2,2,2,1,1,5,5,3,4,4,5,4,ISTJ,I value responsibility consistency and working systematically through detailed tasks.
1,2,1,2,3,4,5,4,5,3,5,2,2,2,3,INTP,I enjoy logic puzzles theoretical debates and understanding underlying principles.
1,2,3,1,1,2,2,1,4,1,2,4,3,5,3,ISFJ,I enjoy providing care nurturing environments and maintaining harmony in teams.
3,5,2,3,4,3,4,4,2,2,2,2,1,3,2,ENFP,I enjoy working on creative projects that allow me to express my imagination and enthusiasm.
4,3,4,4,1,3,2,2,4,3,2,5,4,3,3,ESFJ,I care about community harmony and enjoy organising social events and supporting others.
4,4,5,5,5,3,3,5,3,4,4,2,1,3,2,ENTP,I like entrepreneurial ventures innovation and rapidly generating novel concepts.
3,2,2,2,1,3,3,1,3,3,2,1,2,2,1,ISFP,I prefer to act on my feelings rather than follow rigid plans or schedules.
5,4,5,5,5,3,5,3,3,1,2,2,2,3,2,ENFP,I am energised by social interaction and love inspiring others with my ideas and energy.
3,2,3,1,5,3,4,5,5,4,3,2,3,1,3,INTP,I like to analyse systems and find innovative conceptual solutions.
2,2,1,2,2,2,1,2,2,1,2,4,4,5,4,ISFJ,I am attentive to the needs of others and enjoy making people feel comfortable and cared for.
4,3,4,3,3,3,1,2,5,5,3,3,1,2,3,ESTP,I like taking risks adapting quickly and solving immediate real world problems.
2,1,2,2,2,2,2,3,1,1,3,3,3,5,5,ISFJ,I am caring supportive and dedicated to helping others in practical everyday ways.
5,5,3,4,2,1,2,1,1,2,2,2,1,1,4,ESFP,I like people centred work that lets me express enthusiasm and bring joy to others.
5,2,5,5,4,2,3,5,1,3,1,2,1,2,1,ENFP,I am spontaneous and adaptable and I thrive in environments that allow for creative freedom.
3,1,3,2,4,3,5,3,3,3,4,5,4,4,4,INFJ,I enjoy writing and reflecting on ideas that connect personal values to broader human themes.
2,2,1,3,1,2,1,1,2,2,2,2,2,2,1,ISFP,I enjoy artistic expression working at my own pace and experiencing the present moment.
5,4,3,4,2,2,3,3,5,5,4,1,4,1,2,ESTP,I like taking risks adapting quickly and solving immediate real world problems.
4,3,5,3,1,1,1,3,5,4,4,4,1,1,2,ESTP,I thrive in fast paced environments and excel at quick pragmatic problem solving.
2,1,1,1,1,1,3,3,1,3,2,5,4,2,2,ISFJ,I like routine and dependable work that allows me to support and protect others.
5,4,2,3,2,5,1,1,1,4,5,1,2,1,2,ESFP,I am outgoing and playful and I love being the centre of attention in social settings.
2,2,2,2,3,5,5,4,4,4,5,1,3,2,2,INTP,I am fascinated by theories and enjoy spending hours thinking through complex problems alone.
4,5,4,5,4,3,3,2,4,4,4,2,1,2,1,ENTP,I like entrepreneurial ventures innovation and rapidly generating novel concepts.
4,2,5,5,3,4,5,3,4,4,4,3,3,1,3,ENTP,I like exploring unconventional ideas and finding creative ways to solve complex problems.
5,5,4,4,4,4,5,5,2,4,5,5,5,5,4,ENTJ,I enjoy strategic planning and find satisfaction in turning ambitious visions into reality.
5,2,5,5,3,4,5,3,5,5,3,2,2,1,1,ENTP,I enjoy brainstorming creative solutions and arguing multiple perspectives on problems.
2,1,1,2,5,5,3,2,2,2,2,1,3,1,2,INFP,I like exploring philosophical questions about identity meaning and human connection.
2,1,2,1,1,2,2,2,1,1,5,3,3,5,3,ISFJ,I am attentive to the needs of others and enjoy making people feel comfortable and cared for.
1,1,1,2,4,4,5,4,1,2,1,2,3,3,1,INFP,I prefer working on projects that feel personally meaningful rather than purely practical.
5,4,2,4,1,2,1,4,2,2,2,1,3,2,1,ESFP,I am outgoing and playful and I love being the centre of attention in social settings.
5,5,4,5,3,5,4,4,3,4,5,3,1,5,2,ENTP,I enjoy brainstorming creative solutions and arguing multiple perspectives on problems.
2,5,5,4,5,5,3,5,2,1,1,4,5,5,4,ENFJ,I like facilitating discussions and helping teams work through challenges collaboratively.
1,1,2,2,5,4,5,4,5,5,4,4,4,5,4,INTJ,I am drawn to long range strategy and enjoy working alone on intellectually demanding tasks.
4,5,3,5,4,4,5,5,4,4,2,1,2,1,2,ENTP,I like entrepreneurial ventures innovation and rapidly generating novel concepts.
3,4,4,5,5,5,2,5,1,2,3,5,1,4,4,ENFJ,I enjoy leading groups and creating environments where everyone feels valued and motivated.
4,4,5,4,2,2,1,1,2,5,1,1,3,1,3,ESFP,I am spontaneous energetic and love entertaining and engaging with people around me.
4,5,5,5,3,3,5,4,1,3,2,4,5,5,5,ENFJ,I am energised by connecting with people and helping them reach their full potential.
1,1,2,1,5,4,4,4,3,1,1,3,4,5,5,INFJ,I enjoy writing and reflecting on ideas that connect personal values to broader human themes.
5,4,5,3,2,2,1,2,1,1,1,4,5,2,2,ESFJ,I like working with people creating welcoming environments and fulfilling social duties.
5,5,3,4,2,2,2,2,5,3,4,1,3,1,2,ESTP,I enjoy action oriented challenges negotiation and persuading others with direct energy.
5,4,5,5,1,1,1,1,1,1,1,5,2,5,5,ESFJ,I care about community harmony and enjoy organising social events and supporting others.
2,5,3,5,2,2,3,3,2,1,2,1,1,2,3,ENFP,I am energised by social interaction and love inspiring others with my ideas and energy.
5,5,4,5,5,3,3,4,5,5,5,1,1,2,1,ENTP,I am energised by intellectual debate and enjoy challenging assumptions with counterarguments.
1,4,2,3,4,5,5,2,5,5,4,3,5,4,5,INTJ,I prefer working independently on complex strategic problems and long term planning.
4,4,5,4,4,5,5,4,1,1,1,1,1,3,3,ENFP,I am curious and open minded and I love learning about new ideas and meeting new people.
3,3,5,5,2,2,2,1,4,5,2,4,5,5,4,ESTJ,I like setting clear expectations and following through with consistent disciplined execution.
1,1,2,1,1,1,1,1,3,3,2,5,4,4,5,ISFJ,I prefer stable predictable environments where I can focus on helping those around me.
4,4,4,5,2,3,1,2,1,2,2,4,1,2,2,ESFP,I like working with people and find satisfaction in making others laugh and feel good.
4,3,5,4,2,3,2,1,5,5,2,2,1,1,2,ESTP,I prefer hands on experience over theory and I learn best by doing.
5,5,4,3,4,3,3,4,2,1,2,5,4,2,2,ENFJ,I am energised by connecting with people and helping them reach their full potential.
1,2,1,1,4,5,4,5,4,2,2,1,2,1,3,INFP,I value creativity self expression and authentic connections with people around me.
5,3,5,5,4,5,5,4,1,1,1,5,3,5,4,ENFJ,I am energised by connecting with people and helping them reach their full potential.
3,5,5,4,4,4,5,4,2,2,1,4,5,5,3,ENFJ,I am passionate about inspiring others mentoring teams and facilitating group growth.
1,3,3,1,3,2,1,2,1,3,3,4,3,4,5,ISFJ,I like routine and dependable work that allows me to support and protect others.
5,5,4,4,2,2,3,2,3,5,4,2,2,2,1,ESTP,I thrive in fast paced environments and excel at quick pragmatic problem solving.
5,3,5,3,1,1,2,1,1,2,1,2,1,2,1,ESFP,I am spontaneous energetic and love entertaining and engaging with people around me.
4,1,2,2,3,5,4,4,2,2,2,1,4,1,1,INFP,I like exploring philosophical questions about identity meaning and human connection.
4,5,4,4,4,4,3,5,5,4,4,4,5,4,4,ENTJ,I am direct and assertive and I prefer to make decisions quickly based on logic and data.
5,5,5,4,3,5,3,4,5,5,4,1,1,2,1,ENTP,I like entrepreneurial ventures innovation and rapidly generating novel concepts.
2,1,1,1,1,5,4,5,4,5,5,2,2,1,3,INTP,I enjoy logic puzzles theoretical debates and understanding underlying principles.
4,5,5,3,1,2,2,2,3,3,3,1,1,1,3,ESTP,I am bold and energetic and I enjoy jumping into action without overthinking.
1,2,3,2,5,3,4,5,3,4,4,3,4,4,4,INTJ,I am drawn to long range strategy and enjoy working alone on intellectually demanding tasks.
4,5,4,5,4,4,2,2,3,3,5,5,5,3,3,ESTJ,I am direct and confident and I prefer straightforward communication over ambiguity.
1,2,1,4,2,2,2,4,3,3,3,2,3,2,3,ISFP,I like creative hands on activities and expressing my feelings through visual art.
1,2,1,3,3,1,1,2,4,4,5,5,5,5,1,ISTJ,I take my commitments seriously and always follow through on what I promise.
1,1,1,2,5,4,4,4,4,3,4,5,4,5,5,INTJ,I prefer solitude when thinking and tend to plan everything carefully before acting.
1,1,1,1,4,5,5,5,3,4,2,3,1,1,1,INFP,I prefer working on projects that feel personally meaningful rather than purely practical.
4,3,1,2,1,1,3,2,4,4,5,3,2,3,2,ISTP,I like to observe situations carefully before acting and prefer practical solutions over theory.
4,3,2,5,4,3,3,4,2,2,1,4,3,4,5,ENFJ,I am empathetic and charismatic and I naturally take on the role of mentor or guide.
4,3,5,5,2,1,2,1,1,2,2,4,5,5,5,ESFJ,I am warm and sociable and I enjoy making others feel welcome and appreciated.
3,3,4,3,1,2,4,1,4,4,4,1,3,1,4,ISTP,I enjoy hands on problem solving working with tools and understanding how things work.
3,3,4,1,1,1,1,5,4,2,1,2,2,1,2,ISFP,I am observant and sensitive and I notice small details that others often overlook.
5,5,5,3,1,3,1,4,5,4,5,5,5,3,4,ESTJ,I like setting clear expectations and following through with consistent disciplined execution.
4,4,5,5,5,5,4,5,1,1,1,3,4,2,3,ENFJ,I am passionate about inspiring others mentoring teams and facilitating group growth.
2,1,4,1,3,4,5,3,3,2,2,5,2,3,5,INFJ,I like helping individuals find clarity and direction in their lives through thoughtful guidance.
2,1,2,2,3,1,2,2,4,5,3,3,1,3,2,ISTP,I prefer working independently with flexible spontaneous approach to challenges.
4,5,4,5,4,2,4,4,4,4,4,1,1,2,1,ENTP,I enjoy working with others to brainstorm and prototype new concepts quickly.
1,1,2,3,3,3,3,1,2,2,1,4,5,5,5,ISFJ,I take pride in being dependable and always showing up for the people who count on me.
3,3,5,3,4,5,5,3,2,3,1,1,2,2,1,ENFP,I am energised by social interaction and love inspiring others with my ideas and energy.
1,4,2,3,2,1,3,1,2,4,2,3,1,1,1,ISFP,I like working on creative projects that allow me to express my personal aesthetic.
1,2,2,1,3,3,3,3,2,1,2,3,3,5,3,INFJ,I prefer deep one on one conversations over large social gatherings.
4,2,5,2,5,5,3,3,4,3,3,5,4,2,5,ENTJ,I like setting high standards and pushing teams to achieve results that exceed expectations.
3,2,1,3,4,2,4,2,1,1,1,2,1,3,2,INFP,I care deeply about helping others and expressing my inner values through my work.
1,2,2,2,5,4,4,4,5,3,5,5,2,5,5,INTJ,I like to understand the underlying logic of systems and improve them through careful analysis.
2,1,2,2,4,4,2,5,4,5,3,2,5,5,3,INTJ,I find satisfaction in mastering complex subjects and applying them to build better systems.
2,3,2,1,2,2,1,1,3,3,2,1,1,2,1,ISFP,I am observant and sensitive and I notice small details that others often overlook.
4,5,5,5,2,1,2,1,3,4,4,4,5,3,4,ESTJ,I enjoy leading projects coordinating logistics and maintaining productive structured teams.
2,1,2,2,4,4,3,5,1,3,3,3,1,3,2,INFP,I value creativity self expression and authentic connections with people around me.
5,3,3,4,4,4,4,4,1,2,1,5,4,2,5,ENFJ,I am energised by connecting with people and helping them reach their full potential.
5,2,4,4,4,3,5,5,3,1,1,2,2,2,3,ENFP,I am enthusiastic creative and love connecting people with exciting new opportunities.
2,1,2,1,3,1,1,2,2,2,2,4,5,4,5,ISFJ,I take pride in being dependable and always showing up for the people who count on me.
2,1,2,3,1,1,1,2,3,3,4,5,4,4,5,ISTJ,I am thorough and detail oriented and I rarely make mistakes when I follow a structured process.
1,3,4,2,4,5,5,4,5,5,4,2,2,2,1,INTP,I like to analyse systems and find innovative conceptual solutions.
1,3,1,2,2,3,5,4,5,4,2,5,4,5,4,INTJ,I like analysing data and building efficient solutions to difficult problems.
1,2,1,1,3,5,5,4,3,4,5,4,2,3,4,INTJ,I like analysing data and building efficient solutions to difficult problems.
5,5,4,5,5,4,5,5,1,2,3,1,2,3,3,ENFP,I enjoy working on creative projects that allow me to express my imagination and enthusiasm.
5,5,5,4,1,1,3,3,1,2,1,1,2,1,2,ESFP,I am outgoing and playful and I love being the centre of attention in social settings.
3,3,2,4,3,2,1,1,4,4,5,3,5,2,5,ISTJ,I am thorough and detail oriented and I rarely make mistakes when I follow a structured process.
3,1,1,2,3,5,5,3,1,1,2,3,4,2,5,INFJ,I enjoy writing and reflecting on ideas that connect personal values to broader human themes.
3,2,4,4,4,5,5,2,1,1,1,3,2,3,1,ENFP,I am curious and open minded and I love learning about new ideas and meeting new people.
4,2,2,4,3,5,5,4,1,2,3,3,3,1,3,INFP,I enjoy quiet reflection and expressing my feelings through creative writing or art.
4,3,5,4,1,1,3,1,2,2,3,2,2,1,2,ESFP,I am adaptable and spontaneous and I prefer variety and excitement over routine.
5,2,2,2,1,2,1,4,5,4,4,3,2,1,2,ISTP,I am independent and self reliant and I prefer to solve problems on my own terms.
2,1,2,1,4,3,4,2,3,2,1,2,5,4,5,INFJ,I often sense what others are feeling before they say it and try to support them quietly.
2,1,2,3,2,3,2,3,2,3,3,5,5,4,5,ISFJ,I am patient and thorough and I like to make sure everyone feels included and supported.
3,5,5,3,5,3,4,4,5,5,4,5,5,3,5,ENTJ,I am direct and assertive and I prefer to make decisions quickly based on logic and data.
1,2,1,2,3,1,1,3,3,3,4,4,3,5,3,ISTJ,I enjoy maintaining order and ensuring that processes run smoothly and efficiently.
1,2,1,3,1,3,2,1,5,5,3,1,2,3,3,ISTP,I enjoy hands on problem solving working with tools and understanding how things work.
2,2,2,3,1,2,1,2,4,2,4,5,5,5,5,ISFJ,I enjoy organising and maintaining systems that help others function smoothly.
4,3,5,5,2,4,3,2,1,2,1,4,3,5,4,ESFJ,I am attentive to the needs of others and enjoy providing practical support and care.
3,5,4,4,4,4,5,5,3,5,5,4,3,3,4,ENTJ,I like setting high standards and pushing teams to achieve results that exceed expectations.
3,4,3,3,2,5,5,5,1,1,1,4,5,4,4,ENFJ,I am energised by connecting with people and helping them reach their full potential.
1,1,1,3,1,2,1,2,5,5,5,2,2,1,4,ISTP,I enjoy hands on problem solving working with tools and understanding how things work.
1,2,2,2,5,4,4,5,4,4,5,3,4,4,5,INTJ,I am drawn to long range strategy and enjoy working alone on intellectually demanding tasks.
4,1,3,1,3,3,3,5,2,1,4,4,4,5,5,INFJ,I prefer deep one on one conversations over large social gatherings.
2,4,5,4,3,4,5,3,4,3,2,4,3,5,5,ENTJ,I thrive in competitive environments and enjoy the challenge of leading large scale initiatives.
2,4,2,2,4,2,4,4,5,4,5,4,3,5,5,INTJ,I like to understand the underlying logic of systems and improve them through careful analysis.
5,4,4,4,5,4,2,5,1,3,1,1,2,2,1,ENFP,I enjoy exploring possibilities meeting diverse people and inspiring others with ideas.
2,1,3,3,3,1,3,2,3,2,2,5,4,4,5,ISFJ,I am attentive to the needs of others and enjoy making people feel comfortable and cared for.
5,4,4,5,2,3,1,2,1,2,1,5,4,5,4,ESFJ,I find satisfaction in maintaining harmony and helping groups work together effectively.
5,5,5,5,3,2,2,1,3,2,2,4,5,3,4,ESFJ,I care about community harmony and enjoy organising social events and supporting others.
1,2,4,1,1,4,4,1,4,4,4,4,1,1,1,ISTP,I prefer working independently with flexible spontaneous approach to challenges.
2,1,2,1,5,3,4,4,1,3,1,2,5,4,4,INFJ,I am intuitive about people feelings and enjoy counselling and guiding others.
1,1,1,1,2,1,3,1,4,3,3,4,3,2,5,ISFJ,I am caring supportive and dedicated to helping others in practical everyday ways.
5,3,4,5,4,4,4,4,1,3,1,5,3,4,3,ENFJ,I am empathetic and charismatic and I naturally take on the role of mentor or guide.
3,5,3,4,3,3,1,1,3,1,3,2,3,1,2,ESFP,I enjoy living in the moment and bringing energy and excitement to everything I do.
1,1,2,1,2,4,1,4,1,2,1,5,5,3,4,INFJ,I am intuitive about people feelings and enjoy counselling and guiding others.
5,4,5,5,3,2,5,5,5,4,5,1,1,3,3,ENTP,I am energised by intellectual debate and enjoy challenging assumptions with counterarguments.
2,1,2,3,4,4,4,5,4,3,2,2,1,3,1,INTP,I enjoy logic puzzles theoretical debates and understanding underlying principles.
1,2,3,4,2,2,3,3,2,3,3,2,4,2,2,ISFP,I enjoy artistic expression working at my own pace and experiencing the present moment.
5,5,5,5,5,3,5,2,5,4,5,3,2,2,3,ENTP,I am energised by intellectual debate and enjoy challenging assumptions with counterarguments.
5,4,5,5,4,5,4,5,3,2,1,5,4,4,4,ENFJ,I find deep satisfaction in seeing others grow and succeed because of my support.
1,1,1,4,5,5,3,3,3,3,1,3,1,2,5,INFP,I care deeply about helping others and expressing my inner values through my work.
3,2,3,1,1,1,3,1,5,4,5,2,1,1,2,ISTP,I am independent and self reliant and I prefer to solve problems on my own terms.
3,5,4,5,1,2,2,1,1,1,1,1,2,2,3,ESFP,I am spontaneous energetic and love entertaining and engaging with people around me.
5,3,5,5,3,2,3,2,3,2,1,5,4,2,5,ESFJ,I am warm and sociable and I enjoy making others feel welcome and appreciated.
1,1,3,2,2,1,2,1,3,2,1,1,4,2,3,ISFP,I like creative hands on activities and expressing my feelings through visual art.
2,3,2,3,3,4,5,3,1,1,2,2,1,1,1,INFP,I am idealistic and often imagine how the world could be better and more compassionate.
2,5,4,5,1,3,2,3,1,2,3,2,1,1,1,ESFP,I like working with people and find satisfaction in making others laugh and feel good.
3,3,1,2,1,4,1,3,1,2,2,2,4,5,5,ISFJ,I am patient and thorough and I like to make sure everyone feels included and supported.
4,5,5,2,1,4,4,5,2,2,1,2,3,2,2,ENFP,I am enthusiastic creative and love connecting people with exciting new opportunities.
3,4,1,1,2,2,1,2,3,3,4,1,1,1,3,ISFP,I enjoy spending time in nature and find inspiration in the beauty of everyday experiences.
1,2,1,1,5,4,3,4,3,5,3,5,5,4,5,INTJ,I prefer solitude when thinking and tend to plan everything carefully before acting.
5,5,3,5,1,2,1,2,2,2,2,1,1,3,2,ESFP,I am outgoing and playful and I love being the centre of attention in social settings.
1,2,1,4,4,5,3,3,4,4,4,3,2,1,2,INTP,I enjoy debating ideas and exploring multiple logical frameworks before reaching a conclusion.
3,4,4,5,5,4,5,4,1,1,1,4,4,5,4,ENFJ,I find deep satisfaction in seeing others grow and succeed because of my support.
1,1,3,2,1,2,3,2,3,4,3,4,5,3,3,ISFJ,I am patient and thorough and I like to make sure everyone feels included and supported.
2,4,3,3,2,2,4,1,5,4,4,1,2,2,2,ISTP,I prefer to stay flexible and respond to situations as they arise rather than planning ahead.
3,5,4,5,3,5,5,5,3,3,5,1,3,4,1,ENTP,I am energised by intellectual debate and enjoy challenging assumptions with counterarguments.
4,4,4,3,5,5,5,4,5,4,4,1,2,3,3,ENTP,I enjoy brainstorming creative solutions and arguing multiple perspectives on problems.
2,3,1,2,5,3,3,5,1,3,1,5,3,5,3,INFJ,I am driven by a sense of purpose and want my work to contribute to something meaningful.
4,3,5,5,5,5,5,5,2,2,2,4,3,2,5,ENFJ,I find deep satisfaction in seeing others grow and succeed because of my support.
3,1,1,4,1,2,3,2,5,5,5,2,3,1,2,ISTP,I am independent and self reliant and I prefer to solve problems on my own terms.
5,1,5,4,4,4,5,3,1,2,3,5,4,3,5,ENFJ,I am passionate about inspiring others mentoring teams and facilitating group growth.
4,4,3,3,2,3,2,1,1,3,4,5,3,4,4,ESFJ,I am warm and sociable and I enjoy making others feel welcome and appreciated.
2,3,5,5,5,5,5,5,1,1,2,5,5,5,4,ENFJ,I enjoy teaching coaching and helping communities achieve shared meaningful goals.
1,3,1,1,3,4,3,5,5,4,5,2,2,1,2,INTP,I find routine boring and prefer exploring new concepts and unconventional approaches.
3,2,3,2,4,4,5,5,5,5,4,4,5,5,5,INTJ,I like analysing data and building efficient solutions to difficult problems.
1,1,4,2,1,1,2,2,5,3,5,5,3,5,5,ISTJ,I value responsibility consistency and working systematically through detailed tasks.
1,1,3,2,3,1,2,2,5,5,5,3,2,1,2,ISTP,I enjoy working with my hands and find satisfaction in fixing or building physical things.
3,4,3,5,5,4,3,5,4,4,4,2,3,5,5,ENTJ,I thrive in competitive environments and enjoy the challenge of leading large scale initiatives.
5,4,5,4,3,4,5,5,5,3,4,4,5,4,4,ENTJ,I am direct and assertive and I prefer to make decisions quickly based on logic and data.
4,5,3,5,3,5,4,4,3,1,4,3,5,4,5,ENTJ,I thrive in competitive environments and enjoy the challenge of leading large scale initiatives.
5,4,3,5,4,5,4,4,2,3,3,1,1,2,1,ENFP,I am energised by social interaction and love inspiring others with my ideas and energy.
2,1,1,1,5,5,4,4,2,1,4,2,2,3,2,INFP,I am sensitive to the emotions of others and try to create harmony in my relationships.
4,4,4,5,4,4,3,4,1,2,2,4,1,1,2,ENFP,I am spontaneous and adaptable and I thrive in environments that allow for creative freedom.
1,3,2,3,5,4,3,4,3,4,5,5,5,3,5,INTJ,I enjoy designing systems and thinking critically about theoretical frameworks.
3,3,3,3,2,1,1,3,2,1,1,2,4,5,3,ISFJ,I enjoy providing care nurturing environments and maintaining harmony in teams.
1,2,1,1,4,4,4,3,1,1,2,1,2,1,1,INFP,I enjoy writing art and exploring emotions through creative and imaginative projects.
2,3,1,1,3,4,3,2,3,5,4,2,1,2,1,INTP,I enjoy logic puzzles theoretical debates and understanding underlying principles.
3,4,5,5,4,5,5,5,1,2,2,3,1,4,2,ENFP,I enjoy working on creative projects that allow me to express my imagination and enthusiasm.
4,1,4,2,4,5,4,5,2,3,3,2,3,2,3,INFP,I value creativity self expression and authentic connections with people around me.
5,5,5,4,1,2,2,3,2,4,1,3,2,4,2,ESFJ,I prefer structured environments where I can contribute to the wellbeing of a community.
1,1,3,1,2,5,3,3,5,2,3,1,2,1,1,INTP,I enjoy debating ideas and exploring multiple logical frameworks before reaching a conclusion.
5,4,4,5,2,3,2,1,2,1,2,5,5,5,5,ESFJ,I enjoy caring professions where I can support and nurture others in practical ways.
3,1,1,2,3,1,3,2,3,5,5,4,4,3,5,ISTJ,I am reliable organised and prefer clear procedures and structured environments.
3,4,5,4,5,3,5,3,1,1,1,1,1,1,1,ENFP,I am energised by social interaction and love inspiring others with my ideas and energy.
3,4,1,2,2,2,5,2,1,2,3,4,4,4,5,ISFJ,I enjoy organising and maintaining systems that help others function smoothly.
1,1,3,4,5,5,4,3,2,3,1,4,4,3,4,INFJ,I am intuitive about people feelings and enjoy counselling and guiding others.
2,1,2,1,2,3,2,1,1,2,3,2,3,2,2,ISFP,I like creative hands on activities and expressing my feelings through visual art.
1,1,2,1,1,3,1,1,2,2,2,5,3,5,4,ISFJ,I am attentive to the needs of others and enjoy making people feel comfortable and cared for.
1,3,1,1,1,3,1,3,1,1,1,4,1,2,2,ISFP,I like creative hands on activities and expressing my feelings through visual art.
2,1,1,2,4,5,5,2,3,4,5,2,5,4,4,INTJ,I find satisfaction in mastering complex subjects and applying them to build better systems.
5,5,4,5,1,3,1,2,1,2,3,3,3,2,1,ESFP,I am adaptable and spontaneous and I prefer variety and excitement over routine.
5,5,4,4,2,1,1,2,1,1,2,4,5,5,2,ESFJ,I like organising group activities and ensuring that everyone feels included and valued.
2,4,1,1,2,5,4,5,2,1,1,3,2,2,2,INFP,I am sensitive to the emotions of others and try to create harmony in my relationships.
3,1,1,3,4,5,4,4,4,5,3,4,5,5,5,INTJ,I prefer solitude when thinking and tend to plan everything carefully before acting.
1,1,1,3,3,4,1,3,2,1,3,4,5,4,3,ISFJ,I enjoy providing care nurturing environments and maintaining harmony in teams.
